Project Name,Queue Position,"Interconnection Request
Receive Date",Queue Date,Application Status,"Study
Process",Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Net MWs to Grid,"Full Capacity, Partial or Energy Only (FC/P/EO)",TPD Allocation Percentage,Off-Peak Deliverability and Economic Only,TPD Allocation Group,County,State,Utility,PTO Study Region,Station or Transmission Line,"Proposed
On-line Date
(as filed with IR)","Current
On-line Date",Suspension Status,Feasibility Study or Supplemental Review,"System Impact Study or 
Phase I Cluster Study","Facilities Study (FAS) or 
Phase II Cluster Study","Optional Study
(OS)","Interconnection Agreement 
Status",status,"Actual
On-line Date",Project Name - Confidential,Withdrawn Date,Reason for Withdrawal
,991,2013-04-30 00:00:00,2013-04-30 07:00:00,WITHDRAWN,C06,Combined Cycle,,,Natural Gas,,,1047,,,1047,Full Capacity,,,,LOS ANGELES,CA,SCE,,Rio Hondo Substation 230kV,2019-01-01 08:00:00,2019-01-01 08:00:00,,,Complete,,,,withdrawn,,RIO HONDO POWER,2014-04-28 07:00:00,
,992,2013-04-30 00:00:00,2013-04-30 07:00:00,WITHDRAWN,C06,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,SUTTER,CA,PGAE,,East Nicolaus 60 kV substation,2015-08-01 07:00:00,2015-08-01 07:00:00,,,Complete,Complete,,,withdrawn,,EAST NICOLAUS SOLAR,2015-05-21 07:00:00,
,995,2013-05-01 00:00:00,2013-04-30 07:00:00,WITHDRAWN,C06,Photovoltaic,,,Solar,,,150,,,150,Full Capacity,,,,KINGS,CA,PGAE,,Gates-Midway 230kV line,2016-06-01 07:00:00,2016-06-01 07:00:00,,,,,,,withdrawn,,KINGS SOLAR 4 ,2013-07-02 07:00:00,
,996,2013-05-01 00:00:00,2013-04-30 07:00:00,WITHDRAWN,C06,Photovoltaic,,,Solar,,,150,,,150,Full Capacity,,,,KERN,CA,PGAE,,Midway- Wheeler Ridge 230 kV line tap via .5 mile gen tie,2016-06-01 07:00:00,2016-06-01 07:00:00,,,,,,,withdrawn,,MARICOPA 4 SOLAR PROJECT,2013-07-02 07:00:00,
,997,2013-05-01 00:00:00,2013-04-30 07:00:00,WITHDRAWN,C06,Photovoltaic,,,Solar,,,16,,,16,Full Capacity,,,,SONOMA,CA,PGAE,,Monte Rio-Fulton 60 kV transmission line,2015-06-30 07:00:00,2015-09-15 07:00:00,,,Complete,Complete,,,withdrawn,,STS SOLAR,2015-06-04 07:00:00,
,998,2013-05-01 00:00:00,2013-04-30 07:00:00,WITHDRAWN,C06,Steam Turbine,,,Solar,,,300,,,300,Full Capacity,,,,MARICOPA,AZ,SDGE,,Proposed switch station on the Hassayama-North Gila Bend 500 kV line,2018-04-01 07:00:00,2018-04-01 07:00:00,,,Complete,,,,withdrawn,,HYDER VALLEY SOLAR ENERGY,2014-05-01 07:00:00,
,999,2013-05-01 00:00:00,2013-04-30 07:00:00,WITHDRAWN,C06,Wind Turbine,,,Wind Turbine,,,250,,,250,Full Capacity,,,,KERN,CA,PGAE,,Caliente Switching Station 230 kV,2017-01-01 08:00:00,2017-01-01 08:00:00,,,,,,,withdrawn,,BLUE STAR WIND ENERGY CENTER,2013-09-16 07:00:00,
,1000,2013-05-01 00:00:00,2013-04-30 07:00:00,WITHDRAWN,C06,Combined Cycle,,,Other,,,300,,,300,Full Capacity,,,,KERN,CA,PGAE,,Midway-Wheeler Ridge 230 kV Line,2019-01-01 08:00:00,2019-01-01 08:00:00,,,Complete,,,,withdrawn,,HECA SCS,2014-04-24 07:00:00,
,1001,2013-05-01 00:00:00,2013-04-30 07:00:00,WITHDRAWN,C06,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,KINGS,CA,PGAE,,Henreitta-GWF 115kV Line,2016-10-01 07:00:00,2016-10-01 07:00:00,,,Complete,,,,withdrawn,,LASALLE SOLAR PROJECT,2014-02-27 08:00:00,
,1003,2013-04-30 00:00:00,2013-04-30 07:00:00,WITHDRAWN,C06,Combustion Turbine,,,Natural Gas,,,86,,,86,Full Capacity,,,,KERN,CA,SCE,,Vestal-Magunden #2 220kV line,2017-01-01 08:00:00,2017-01-01 08:00:00,,,Complete,,,,withdrawn,,DRY CREEK (FKA JASMIN POWER 3),2014-04-29 07:00:00,
,1004,2013-12-24 00:00:00,2014-01-23 08:00:00,WITHDRAWN,FT,Photovoltaic,,,Solar,,,5,,,5,Energy Only,,,,KERN,CA,SCE,,Highwind Substation 220kV,2014-10-31 07:00:00,2014-10-31 07:00:00,,,,,,,withdrawn,,CLEARVISTA SOLAR 1,2014-07-29 07:00:00,
,1006,2014-03-28 00:00:00,2014-03-28 07:00:00,WITHDRAWN,ISP,Steam Turbine,,,Geothermal,,,5,,,5,Energy Only,,,,CHURCHILL,NV,SCE,,Control Substation 115kV,2014-10-01 07:00:00,2014-10-01 07:00:00,,,,,,,withdrawn,,DIXIE VALLEY 2,2014-10-15 07:00:00,
,1007,2014-05-01 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,20,,,20,Full Capacity,,,,SANTA CLARA,CA,PGAE,,Los Esteros Substation 115kV,2019-03-01 08:00:00,2020-01-01 08:00:00,,,Complete,,,,withdrawn,,COYOTE CREEK ENERGY STORAGE,2015-03-20 07:00:00,
,1008,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Combustion Turbine,,,Natural Gas,,,309,,,309,Full Capacity,,,,CONTRA COSTA,CA,PGAE,,Pittsburg Substation 115 kV,2017-06-01 07:00:00,2017-06-01 07:00:00,,,,,,,withdrawn,,DIABLO ENERGY FACILITY,2015-01-30 08:00:00,
,1009,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,20,,,20,Full Capacity,,,,CONTRA COSTA,CA,PGAE,,Pittsburg Substation 60kV,2016-06-01 07:00:00,2016-06-01 07:00:00,,,,,,,withdrawn,,DIABLO ENERGY STORAGE,2015-01-30 08:00:00,
,1011,2014-04-28 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,30,,,30,Full Capacity,,,,ALAMEDA,CA,PGAE,,Tesla Substation 115kV,2016-12-01 08:00:00,2021-03-01 08:00:00,,,Complete,Complete,,Executed,withdrawn,,COLINAS DE ORO,2021-01-11 08:00:00,IC Request
,1012,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,20,,,20,Full Capacity,,,,SANTA CLARA,CA,PGAE,,FMC Substation 115 kV,2016-06-01 07:00:00,2016-06-01 07:00:00,,,,,,,withdrawn,,HONEY BEE,2015-01-27 08:00:00,
,1013,2014-05-01 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Hydro,,,Water,,,15.5,,,15.5,Full Capacity,,,,PLACER,CA,PGAE,,Halsey Substation 60 kV,2018-01-15 08:00:00,2018-01-15 08:00:00,,,,,,,withdrawn,,LAKE CLEMENTINE HYDROELECTRIC C7,2015-02-10 08:00:00,
,1014,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,10,,,10,Full Capacity,,,,SAN JOAQUIN,CA,PGAE,,Kasson-Louise 60kV Line,2016-06-01 07:00:00,2016-06-01 07:00:00,,,Complete,Complete,,,withdrawn,,PARADISE CUT,2016-11-30 08:00:00,IC Request
,1015,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,20,,,20,Full Capacity,,,,PLACER,CA,PGAE,,Pleasant Grove Substation 115 kV,2016-12-31 08:00:00,2016-12-31 08:00:00,,,,,,,withdrawn,,PLEASANT GROVE GRID STABILIZATION PROJECT,2015-02-03 08:00:00,
,1017,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,50,,,50,Full Capacity,,,,ALAMEDA,CA,PGAE,,Newark Substation 115 kV ,2019-01-01 08:00:00,2019-01-01 08:00:00,,,,,,,withdrawn,,SGS FREMONT,2015-02-11 08:00:00,
,1018,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,50,,,50,Full Capacity,,,,SAN MATEO,CA,PGAE,,Las Positas 60 kV,2019-01-01 08:00:00,2019-01-01 08:00:00,,,Complete,,,,withdrawn,,SGS LIVERMORE (FKA SGS SOUTH SAN FRANCISCO),2015-05-11 07:00:00,
,1019,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,40,,,40,Full Capacity,,,,EL DORADO,CA,PGAE,,Shingle Springs Substation 115kV,2016-12-31 08:00:00,2016-12-31 08:00:00,,,,,,,withdrawn,,SHINGLE SPRINGS GRID STABILIZATION PROJECT,2015-02-19 08:00:00,
,1020,2014-04-28 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Wind Turbine,,,Wind Turbine,,,50,,,50,Full Capacity,,,,SOLANO,CA,PGAE,,Vaca-Vacaville-Jameson-North Tower 115kV,2017-12-31 08:00:00,2017-12-31 08:00:00,,,,,,,withdrawn,,SKY VALLEY WIND,2015-02-05 08:00:00,
,1021,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Steam Turbine,,,Biofuel,,,5,,,5,Full Capacity,,,,SAN JOAQUIN,CA,PGAE,,"Stockton A #1 line 60 kV, Cogeneration National 60 kV tap",2016-12-31 08:00:00,2018-02-28 08:00:00,,,Complete,Complete,,Executed,withdrawn,,STOCKTON BIOMASS,2018-10-25 07:00:00,
,1022,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,30,,,30,Full Capacity,,,,ALAMEDA,CA,PGAE,,Patterson Pass 230 kV Substation,2016-12-01 08:00:00,2016-12-01 08:00:00,,,,,,,withdrawn,,TESLA WIND BANK,2014-07-02 07:00:00,
,1023,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,20,,,20,Full Capacity,,,,SANTA CLARA,CA,PGAE,,Evergreen Substation  60kV,2016-08-01 07:00:00,2016-08-01 07:00:00,,,Complete,,,,withdrawn,,UMBARGER EVERGREEN ENERGY STORAGE,2015-04-01 07:00:00,Failure to Cure Deficiency
,1024,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,30,,,30,Full Capacity,,,,SAN JOAQUIN,CA,PGAE,,Victor Substation 60 kV,2016-12-31 08:00:00,2016-12-31 08:00:00,,,Complete,,,,withdrawn,,VICTOR GRID STABILIZATION PROJECT,2015-02-17 08:00:00,
,1025,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,15,,,15,Full Capacity,,,,SOLANO,CA,PGAE,,Jameson Substation 115 kV,2017-01-01 08:00:00,2017-01-01 08:00:00,,,,,,,withdrawn,,WATT ENERGY STORAGE,2015-01-27 08:00:00,
,1026,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,25,,,25,Full Capacity,,,,SAN JOAQUIN,CA,PGAE,,Weber Substation 60kV,2016-12-31 08:00:00,2016-12-31 08:00:00,,,Complete,,,,withdrawn,,WEBER GRID STABILIZATION PROJECT,2015-06-18 07:00:00,
,1030,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,Storage,,Solar,Battery,,15,5,,20,Energy Only,,,,FRESNO,CA,PGAE,,Schindler-Huron-Gates Tap 70kV ,2016-12-15 08:00:00,2021-04-15 07:00:00,,,Complete,Complete,,Executed,withdrawn,,SOUTH LAKE SOLAR,2020-05-27 07:00:00,IC Request
,1031,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,FRESNO,CA,PGAE,,Gates Substation 230kV,2016-11-01 07:00:00,2019-07-15 07:00:00,,,Complete,Complete,,,withdrawn,,STONECROP,2016-09-19 07:00:00,IC Request
,1033,2014-05-01 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,KERN,CA,PGAE,,Arco Substation 70 kV,2016-11-01 07:00:00,2016-11-01 07:00:00,,,Complete,Complete,,,withdrawn,,BROKEN SPOKE,2016-04-22 07:00:00,
,1034,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,KINGS,CA,PGAE,,Waukena Substation 115kV,2016-11-01 07:00:00,2016-11-01 07:00:00,,,,,,,withdrawn,,HIGH NOON,2015-01-27 08:00:00,
,1035,2014-04-25 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,KERN,CA,PGAE,,Arco Substation 70kV,2017-12-01 08:00:00,2018-06-01 07:00:00,,,Complete,,,,withdrawn,,MAGELLAN SOLAR,2015-03-24 07:00:00,IC Request
,1037,2014-04-28 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Steam Turbine,,,Natural Gas,,,300,,,300,Full Capacity,,,,KERN,CA,PGAE,,Midway-Wheeler Ridge 230 kV ,2020-01-01 08:00:00,2020-01-31 08:00:00,,,Complete,,,,withdrawn,,NEW HECA,2015-04-01 07:00:00,
,1038,2014-04-25 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,60,,,60,Full Capacity,,,,KERN,CA,PGAE,,Arco Substation 70kV,2017-12-01 08:00:00,2018-06-01 07:00:00,,,Complete,Complete,,,withdrawn,,PANDORA SOLAR,2016-06-03 07:00:00,Failure to Cure Deficiency
,1039,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,KERN,CA,PGAE,,7th Standard Substation 115 kV,2016-11-01 07:00:00,2016-11-01 07:00:00,,,,,,,withdrawn,,PUMA FORK,2015-01-27 08:00:00,
,1041,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,Storage,,Solar,Battery,,20,20,,20,Full Capacity,,,,IMPERIAL,CA,SDGE,,Imperial Valley Substation 230 kV,2015-06-01 07:00:00,2015-06-01 07:00:00,,,,,,,withdrawn,,BCS ENERGY STORAGE,2015-01-22 08:00:00,
,1042,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,SAN DIEGO,CA,SDGE,,Cameron Substation 69 kV,2016-11-01 07:00:00,2016-11-01 07:00:00,,,,,,,withdrawn,,BIG POTRERO,2015-02-05 08:00:00,
,1043,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,SAN DIEGO,CA,SDGE,,Creelman Substation 69 kV,2016-11-01 07:00:00,2016-11-01 07:00:00,,,,,,,withdrawn,,CANASTA,2015-01-27 08:00:00,
,1044,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Combustion Turbine,Storage,,Natural Gas,Battery,,448,60,,508,Full Capacity,,,,SAN DIEGO,CA,SDGE,,Mission-San Luis Rey 230 kV line,2019-06-01 07:00:00,2019-06-01 07:00:00,,,,,,,withdrawn,,CCI HYBRID POWER,2014-07-09 07:00:00,
,1046,2014-04-28 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,10,,,10,Full Capacity,,,,SAN DIEGO,CA,SDGE,,East County Substation 138kV,2016-12-15 08:00:00,2016-12-15 08:00:00,,,,,,,withdrawn,,ECO ENERGY STORAGE CENTER,2015-02-16 08:00:00,
,1049,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,SAN DIEGO,CA,SDGE,,ECO Substation 138kV,2016-11-01 07:00:00,2016-11-01 07:00:00,,,,,,,withdrawn,,HAWKWIND,2015-01-27 08:00:00,
,1050,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,SAN DIEGO,CA,SDGE,,Cameron Substation 69kV,2016-11-01 07:00:00,2016-11-01 07:00:00,,,Complete,,,,withdrawn,,HONEY BADGER,2016-01-07 08:00:00,
,1051,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,Photovoltaic,,Battery,Solar,,30,90,,120,Full Capacity,,,,SAN DIEGO,CA,SDGE,,Kearny Substation 69kV,2019-06-01 07:00:00,2019-06-01 07:00:00,,,,,,,withdrawn,,KEARNY HYBRID POWER ,2015-01-26 08:00:00,
,1052,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,SAN DIEGO,CA,SDGE,,San Ysabel Substation 69kV,2016-11-01 07:00:00,2016-11-01 07:00:00,,,,,,,withdrawn,,MESA ROJO,2015-01-28 08:00:00,
,1054,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,150,,,150,Full Capacity,,,,SAN DIEGO,CA,SDGE,,Miguel Substation 230kV,2016-12-31 08:00:00,2016-12-31 08:00:00,,,,,,,withdrawn,,MIGUEL ENERGY STORAGE,2014-07-07 07:00:00,
,1055,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,Combustion Turbine,,Battery,Natural Gas,,60,384,,444,Full Capacity,,,,SAN DIEGO,CA,SDGE,,San Luis Rey Substation 230 kV,2019-06-01 07:00:00,2019-06-01 07:00:00,,,,,,,withdrawn,,NCC HYBRID POWER,2015-01-26 08:00:00,
,1056,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,Storage,Combustion Turbine,Solar,Battery,Natural Gas,30,60,448,538,Full Capacity,,,,SAN DIEGO,CA,SDGE,,Talega-Escondido 230kV line,2019-06-01 07:00:00,2019-06-01 07:00:00,,,Complete,,,,withdrawn,,NCI HYBRID POWER,2015-03-20 07:00:00,
,1057,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Combined Cycle,,,Natural Gas,,,35,,,35,Full Capacity,,,,SAN DIEGO,CA,SDGE,,Otay Mesa Switchyard 230 kV,2016-05-01 07:00:00,2016-05-01 07:00:00,,,Complete,,,,withdrawn,,OTAY MESA ENERGY CENTER AGP,2015-03-24 07:00:00,
,1059,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,20,,,20,Full Capacity,,,,SAN DIEGO,CA,SDGE,,San Luis Rey Substation 69 kV,2017-01-01 08:00:00,2017-01-01 08:00:00,,,Complete,,,,withdrawn,,SEA LION ENERGY STORAGE,2015-03-30 07:00:00,
,1060,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Wind Turbine,,,Wind Turbine,,,160,,,160,Full Capacity,,,,SAN DIEGO,CA,SDGE,,Boulevard East Substation 138kV,2017-12-31 08:00:00,2017-12-31 08:00:00,,,Complete,,,,withdrawn,,SLW (FKA SHU'LUUK WIND),2015-04-01 07:00:00,
,1063,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,,,SAN DIEGO,CA,SDGE,,Salt Creek Substation 69kV,2016-11-01 07:00:00,2016-11-01 07:00:00,,,,,,,withdrawn,,WILEY ROAD,2015-01-28 08:00:00,
,1065,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,50,,,50,Energy Only,,,,NYE,NV,VEA,,Vista Substation 138kV,2016-11-01 07:00:00,2019-04-05 07:00:00,,,Complete,Complete,,,withdrawn,,CABALLO LOCO,2016-06-03 07:00:00,Failure to Cure Deficiency
,1066,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,50,,,50,Energy Only,,,,NYE,NV,VEA,,Vista Substation 138kV,2016-11-01 07:00:00,2019-04-05 07:00:00,,,Complete,Complete,,,withdrawn,,ROADRUNNER,2018-03-02 08:00:00,IC Request
,1067,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,100,,,100,Full Capacity,,,,NYE,NV,VEA,,Gamebird Substation 138kV,2017-12-01 08:00:00,2017-12-01 08:00:00,,,Complete,,,,withdrawn,,SPRING MOUNTAIN SOLAR,2015-02-17 08:00:00,IC Request
,1068,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,65,,,65,Full Capacity,,,,NYE,NV,VEA,,Valley Substation 138kV,2017-12-01 08:00:00,2017-12-01 08:00:00,,,Complete,,,,withdrawn,,SUNSHINE VALLEY SOLAR 3,2015-02-17 08:00:00,IC Request
,1069,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,250,,,250,Energy Only,,,,CLARK,NV,SCE,,SCE owned Eldorado 220 kV bus,2016-09-15 07:00:00,2018-08-01 07:00:00,,,Complete,Complete,,,withdrawn,,BOULDER SOLAR 3 (FKA: BOULDER SOLAR POWER C7),2016-12-29 08:00:00,IC Request
,1070,2014-04-25 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,250,,,250,Full Capacity,,,,RIVERSIDE,CA,SCE,,Red Bluff Substation 230 kV,2017-12-01 08:00:00,2018-12-01 08:00:00,,,Complete,Complete,,,withdrawn,,JUPITER SOLAR,2016-06-03 07:00:00,Failure to Cure Deficiency
,1071,2014-05-01 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,150,,,150,Energy Only,,,,RIVERSIDE,CA,SCE,,Colorado River Substation 230 kV,2016-12-31 08:00:00,2019-12-01 08:00:00,,,Complete,Complete,,,withdrawn,,QUARTZITE SOLAR 7,2019-02-21 08:00:00,
,1072,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,100,,,100,Full Capacity,,,,RIVERSIDE,CA,SCE,,Devers Substation 230kV,2017-11-01 07:00:00,2017-11-01 07:00:00,,,Complete,,,,withdrawn,,VERMILLION,2015-01-27 08:00:00,IC Request
,1073,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Combined Cycle,,,Natural Gas,,,305,,,305,Full Capacity,,,,VENTURA,CA,SCE,,Santa Clara Substation 230 kV ,2019-03-01 08:00:00,2019-03-01 08:00:00,,,Complete,,,,withdrawn,,MISSION ROCK ENERGY CENTER  (FKA MISSION ROCK ENERGY CENTER FLEX),2015-03-24 07:00:00,
,1075,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,50,,,50,Full Capacity,,,,KERN,CA,SCE,,Whirlwind 230kV bus,2016-12-01 08:00:00,2022-06-01 07:00:00,,,Complete,,,,withdrawn,,ROSE MEADOW WIND BANK,2015-04-01 07:00:00,
,1077,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,300,,,300,Full Capacity,,,,LOS ANGELES,CA,SCE,,Alamitos Switching Station 220kV,2018-03-01 08:00:00,2018-03-01 08:00:00,,,Complete,,,,withdrawn,,ALAMITOS ENERGY STORAGE,2015-03-18 07:00:00,
,1078,2014-04-17 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,118,,,118,Partial Capacity,,,,ORANGE,CA,SCE,,Ellis-Santiago 220kV line,2018-05-01 07:00:00,2018-05-01 07:00:00,,,,,,,withdrawn,,BIRCH STREET - BATTERY SYSTEM,2014-06-26 07:00:00,IC Request
,1079,2014-04-17 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Combined Cycle,,,Natural Gas,,,378,,,378,Full Capacity,,,,ORANGE,CA,SCE,,Ellis-Santiago line 220kV,2018-07-01 07:00:00,2018-07-01 07:00:00,,,,,,,withdrawn,,BIRCH STREET - COMBINED CYCLE,2014-06-26 07:00:00,
,1080,2014-04-17 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Combustion Turbine,Storage,,Natural Gas,Battery,,507.4,118,,625.4,Partial Capacity,,,,ORANGE,CA,SCE,,Ellis-Santiago line 220kV,2018-03-01 08:00:00,2018-03-01 08:00:00,,,,,,,withdrawn,,BIRCH STREET GENERATION FACILITY (FKA BIRCH STREET- SIMPLE CYCLE),2015-02-03 08:00:00,
,1081,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,,,Battery,,,118,,,118,Partial Capacity,,,,ORANGE,CA,SCE,,Johanna Switchyard 230 kV ,2018-05-01 07:00:00,2018-05-01 07:00:00,,,,,,,withdrawn,,GRAND AVE - BATTERY SYSTEM,2014-06-26 07:00:00,IC Request
,1082,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Combined Cycle,,,Natural Gas,,,378,,,378,Full Capacity,,,,ORANGE,CA,SCE,,Johanna Switchyard 230 kV ,2018-07-01 07:00:00,2018-07-01 07:00:00,,,,,,,withdrawn,,GRAND AVE- COMBINED CYCLE,2014-06-26 07:00:00,
,1083,2014-04-29 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Combustion Turbine,Storage,,Natural Gas,Battery,,507.4,118,,625.4,Partial Capacity,,,,ORANGE,CA,SCE,,Johanna Switchyard 230kV ,2018-07-01 07:00:00,2018-07-01 07:00:00,,,,,,,withdrawn,,GRAND AVE GENERATION FACILITY (FKA GRAND AVE SIMPLE CYCLE),2015-02-03 08:00:00,
,1084,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Combustion Turbine,,,Natural Gas,,,220,,,220,Full Capacity,,,,ORANGE,CA,SCE,,Johanna Substation 230 kV,2019-03-01 08:00:00,2019-03-01 08:00:00,,,,,,,withdrawn,,JOHANNA ENERGY CENTER (FKA JOHANNA ENERGY CENTER LMS),2015-02-18 08:00:00,
,1085,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Combustion Turbine,Storage,Steam Turbine,Natural Gas,Battery,Natural Gas,455,50,405,910,Full Capacity,,,,SAN BERNARDINO,CA,SCE,,Mira Loma Substation 220kV Tap,2020-06-01 07:00:00,2020-06-01 07:00:00,,,,,,,withdrawn,,MIRA LOMA HYBRID POWER PROJECT,2014-07-17 07:00:00,
,1087,2014-04-28 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Combustion Turbine,,,Natural Gas,,,700,,,700,Full Capacity,,,,ORANGE,CA,SCE,,Johanna Substation 230 kV ,2018-12-31 08:00:00,2018-12-31 08:00:00,,,Complete,,,,withdrawn,,SANTA ANA ENERGY CENTER,2015-02-10 08:00:00,
,1088,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Storage,Steam Turbine,Combustion Turbine,Battery,Natural Gas,Natural Gas,50,405,455,910,Full Capacity,,,,RIVERSIDE,CA,SCE,,Chino-Viejo 220 kV line,2019-06-01 07:00:00,2019-06-01 07:00:00,,,Complete,,,,withdrawn,,VIEJO HYBRID POWER,2015-01-26 08:00:00,IC Request
,1089,2014-04-30 00:00:00,2014-04-30 07:00:00,WITHDRAWN,C07,Photovoltaic,,,Solar,,,89.95,,,89.95,Full Capacity,,,,SAN BERNARDINO,CA,SCE,,Desert View Substation 220kV,2018-08-15 07:00:00,2018-04-30 07:00:00,,,Complete,,,,withdrawn,,HIGH DESERT SOLAR PV,2015-04-01 07:00:00,
